ORIS_Plant_Code,PlantType,cap,OPRNAME,CAPFAC,NAMEPCAP,PLNGENAN,PLNGENOZ,PLNOXAN,PLNOXOZ,PLSO2AN,PLCO2AN,PLCH4AN,PLN2OAN,PLCO2EQA,PLHGAN
10661,Biomass,12.0,Pacific Gas & Electric Co,0.1212,12.0,"12,735","4,028",7.0,2.0,1.0,0.0,5165.0,678.0,166.0,
10671,Coal Steam,320.0,Oklahoma Gas & Electric Co,0.1759,350.0,"539,314","316,770",442.0,205.0,318.0,582999.0,161922.0,23528.0,588528.0,
10678,Coal Steam,180.0,Potomac Electric Power Co,0.5502,229.0,"1,103,810","463,301",320.0,127.0,709.0,925100.0,211853.0,30818.0,932340.0,
10682,Combined Cycle,267.0,Public Service Co of Colorado,0.0662,297.2,"172,380","64,308",55.0,25.0,0.0,78394.0,4327.0,433.0,78512.0,
10682,Combustion Turbine,25.0,Public Service Co of Colorado,0.0662,297.2,"172,380","64,308",55.0,25.0,0.0,78394.0,4327.0,433.0,78512.0,
10684,Coal Steam,54.0,Southern California Edison Co,0.4563,62.5,"249,807","65,871",155.0,46.0,0.0,143468.0,32270.0,4686.0,144569.0,
10684,O/G Steam,2.3,Southern California Edison Co,0.4563,62.5,"249,807","65,871",155.0,46.0,0.0,143468.0,32270.0,4686.0,144569.0,
10686,Biomass,28.200000000000003,"ALLETE, Inc.",0.1005,28.4,"25,011","7,851",2.0,0.0,1.0,517.0,369.0,50.0,529.0,
10686,Hydro,0.8,"ALLETE, Inc.",0.1005,28.4,"25,011","7,851",2.0,0.0,1.0,517.0,369.0,50.0,529.0,
10687,Hydro,5.4,Niagara Mohawk Power Corp.,0.0971,5.7,"4,847","2,074",,,,,,,,
10694,Hydro,2.2,Massachusetts Electric Co,0.3247,2.2,"6,258","1,902",,,,,,,,
10699,Biomass,29.4,Alabama Power Co,0.325,118.7,"337,954","133,608",244.0,86.0,411.0,38046.0,33227.0,8691.0,39756.0,
10706,Hydro,3.0,Pacific Gas & Electric Co,0.3375,3.0,"8,869","4,530",,,,,,,,
10707,Hydro,5.0,Pacific Gas & Electric Co,0.4115,5.0,"18,022","9,206",,,,,,,,
10708,Hydro,1.1,Pacific Gas & Electric Co,0.6742,1.1,"6,497","3,319",,,,,,,,
10709,Hydro,1.1,Pacific Gas & Electric Co,0.3952,1.1,"3,808","1,945",,,,,,,,
10718,Onshore Wind,11.7,Southern California Edison Co,0.2995,11.7,"30,699","17,328",,,,,,,,
10725,Combined Cycle,355.0,Niagara Mohawk Power Corp.,0.0304,446.0,"118,649","102,771",16.0,13.0,0.0,53776.0,2034.0,203.0,53832.0,
10726,Combined Cycle,245.0,Western Massachusetts Electric Company,0.1236,260.9,"282,447","192,110",40.0,27.0,1.0,138812.0,5263.0,526.0,138956.0,
10728,Hydro,1.5,Central Maine Power Co,0.4199,1.5,"5,517","1,807",,,,,,,,
10735,Hydro,4.0,Idaho Power Co,0.3642,4.1,"13,080","6,285",,,,,,,,
10737,Hydro,1.0,PacifiCorp,0.2747,1.2,"2,888","1,283",,,,,,,,
10740,Hydro,8.7,Idaho Power Co,0.3518,9.0,"27,739","13,329",,,,,,,,
10743,Coal Steam,100.0,Monongahela Power Co,0.5702,68.9,"344,130","146,187",524.0,218.0,262.0,315860.0,64816.0,9425.0,318074.0,
10745,Combined Cycle,1859.4,Michigan Electric Transmission Company,0.5452,1853.8,"8,853,024","3,796,239",2991.0,1299.0,18.0,3543872.0,140452.0,14045.0,3547721.0,
10745,Combustion Turbine,5.2,Michigan Electric Transmission Company,0.5452,1853.8,"8,853,024","3,796,239",2991.0,1299.0,18.0,3543872.0,140452.0,14045.0,3547721.0,
10746,Municipal Solid Waste,79.8,PECO Energy Co,0.6579,90.0,"518,722","276,963",997.0,442.0,58.0,620594.0,794267.0,104246.0,646055.0,
10748,Landfill Gas,3.8,Pacific Gas & Electric Co,0.3112,10.0,"27,259","11,348",0.0,0.0,6.0,0.0,0.0,0.0,0.0,
10751,Combined Cycle,145.0,Public Service Elec & Gas Co,0.0391,172.9,"59,215","51,346",13.0,11.0,0.0,34102.0,1335.0,134.0,34139.0,
10752,Hydro,3.6,Niagara Mohawk Power Corp.,0.6505,3.8,"21,655","9,264",,,,,,,,
10753,Hydro,4.9,Niagara Mohawk Power Corp.,0.4754,5.2,"21,655","9,264",,,,,,,,
10755,Combined Cycle,73.0,Public Service Co of Colorado,0.0252,84.0,"18,553","2,066",29.0,3.0,0.0,10130.0,382.0,38.0,10141.0,
10759,Geothermal,47.5,Imperial Irrigation District,0.6365,53.9,"300,512","133,518",0.0,0.0,137.0,23529.0,,,23529.0,
10761,Combined Cycle,282.0,Nevada Power Co,0.0624,358.9,"196,104","196,529",11.0,11.0,1.0,104956.0,3867.0,387.0,105062.0,
10763,Geothermal,16.7,Imperial Irrigation District,0.2932,29.6,"76,021","33,777",0.0,0.0,35.0,5952.0,,,5952.0,
10764,Biomass,11.5,Pacific Gas & Electric Co,0.0,13.8,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
10765,Biomass,20.2,Emera Maine,0.0971,27.5,"23,380",309,28.0,0.0,5.0,40.0,30874.0,4053.0,1030.0,
10766,Biomass,20.4,Emera Maine,0.0963,27.5,"23,195",699,25.0,1.0,5.0,41.0,28035.0,3680.0,939.0,
10767,Biomass,24.3,Pacific Gas & Electric Co,0.7645,28.0,"187,525","81,458",96.0,43.0,34.0,1715.0,193542.0,25400.0,7919.0,
10768,Biomass,33.0,,,,,,,,,,,,,
10771,Biomass,52.0,Virginia Electric & Power Co,0.4589,71.1,"285,836","140,137",255.0,125.0,13.0,165.0,329558.0,43254.0,10729.0,
10772,Biomass,24.4,Pacific Gas & Electric Co,0.6909,27.9,"168,850","79,824",109.0,53.0,32.0,2110.0,182636.0,23969.0,7964.0,
10773,Biomass,52.0,Virginia Electric & Power Co,0.4375,71.1,"272,457","143,050",220.0,112.0,10.0,0.0,291368.0,38241.0,0.0,
10774,Biomass,52.0,Virginia Electric & Power Co,0.4264,71.1,"265,571","118,165",246.0,109.0,13.0,0.0,311491.0,40895.0,1262.0,
10776,Combustion Turbine,48.5,Southern California Edison Co,0.365,48.5,"155,051","69,035",180.0,80.0,2.0,68334.0,2578.0,258.0,68404.0,
10777,Biomass,30.0,Lassen Municipal Utility District,0.5959,36.2,"188,963","89,517",134.0,64.0,35.0,1203.0,197645.0,25940.0,7539.0,
10781,Hydro,1.3,Idaho Power Co,0.3448,1.3,"3,926","1,886",,,,,,,,
10784,Coal Steam,35.0,NorthWestern Energy LLC - (MT),0.7455,46.1,"301,048","112,561",778.0,282.0,837.0,441408.0,101596.0,14778.0,444880.0,
10787,Hydro,1.0,"Duke Energy Carolinas, LLC",0.6389,1.0,"5,597","1,955",,,,,,,,
10790,Combustion Turbine,75.0,AEP Texas Central Company,0.5635,102.4,"505,437","254,754",419.0,211.0,4.0,157967.0,5959.0,596.0,158131.0,
10798,Hydro,5.0,Appalachian Power Co,0.2648,5.4,"12,524","3,973",,,,,,,,
10799,Hydro,1.9,"Duke Energy Carolinas, LLC",0.3267,2.0,"5,724","1,999",,,,,,,,
10800,Hydro,3.1,"Duke Energy Carolinas, LLC",0.3571,3.3,"10,323","3,605",,,,,,,,
10801,Hydro,6.0,"Duke Energy Carolinas, LLC",0.1283,6.2,"6,970",620,,,,,,,,
10805,Combined Cycle,24.5,Public Service Elec & Gas Co,0.5988,28.8,"151,060","70,042",81.0,34.0,2.0,65482.0,2491.0,250.0,65551.0,
10806,Hydro,2.0,Idaho Power Co,0.5918,2.3,"11,923","5,729",,,,,,,,
10807,Hydro,4.8,Idaho Power Co,0.4223,4.8,"17,756","8,532",,,,,,,,
10808,Hydro,2.7,Idaho Power Co,0.0761,2.8,"1,866",897,,,,,,,,
10809,Hydro,1.8,Idaho Power Co,0.0618,1.9,"1,028",494,,,,,,,,
10810,Combined Cycle,23.8,,,,,,,,,,,,,
10811,Combined Cycle,51.3,,,,,,,,,,,,,
10812,Combined Cycle,41.5,,,,,,,,,,,,,
10817,Hydro,1.0,Niagara Mohawk Power Corp.,0.6138,1.0,"5,377","2,300",,,,,,,,
10819,Combined Cycle,30.0,Consumers Energy Co,0.4729,33.1,"137,129","50,085",142.0,49.0,2.0,57361.0,2164.0,216.0,57421.0,
10822,Biomass,38.0,Consumers Energy Co,0.5143,38.0,"171,210","71,671",149.0,62.0,9.0,5357.0,180437.0,23682.0,11141.0,
10823,Combustion Turbine,44.0,NSTAR Electric Company,0.0582,85.0,"43,367","19,190",6.0,4.0,7.0,1597.0,649.0,84.0,1617.0,
10823,Hydro,2.0,NSTAR Electric Company,0.0582,85.0,"43,367","19,190",6.0,4.0,7.0,1597.0,649.0,84.0,1617.0,
10823,Onshore Wind,1.2,NSTAR Electric Company,0.0582,85.0,"43,367","19,190",6.0,4.0,7.0,1597.0,649.0,84.0,1617.0,
10823,Solar PV,0.1,NSTAR Electric Company,0.0582,85.0,"43,367","19,190",6.0,4.0,7.0,1597.0,649.0,84.0,1617.0,
10824,Hydro,3.0,Massachusetts Electric Co,0.3577,3.5,"10,967","3,593",,,,,,,,
10825,Hydro,2.0,Massachusetts Electric Co,0.1699,3.2,"4,763","1,560",,,,,,,,
10836,Biomass,25.0,Pacific Gas & Electric Co,0.7538,28.0,"184,894","80,620",94.0,45.0,39.0,819.0,220533.0,28944.0,7889.0,
10837,Biomass,25.0,Pacific Gas & Electric Co,,28.0,,,,,,,,,,
10838,Biomass,16.1,Public Service Co of NH,0.172,20.0,"30,129",0,13.0,0.0,5.0,0.0,29807.0,3912.0,955.0,
10839,Biomass,17.0,Public Service Co of NH,0.1282,19.9,"22,347",0,12.0,0.0,4.0,0.0,21966.0,2883.0,704.0,
10840,Biomass,49.0,Southern California Edison Co,0.0,57.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
10848,Hydro,2.3000000000000003,New York State Elec & Gas Corp,0.1224,2.4,"2,573","1,101",,,,,,,,
10849,Coal Steam,105.0,"ALLETE, Inc.",0.1583,131.6,"182,439","103,533",408.0,278.0,414.0,172982.0,36562.0,5313.0,174231.0,
10864,Coal Steam,260.0,Interstate Power and Light Co,0.4074,294.6,"1,051,384","453,599",284.0,113.0,533.0,578903.0,124765.0,18075.0,583155.0,
10864,Combustion Turbine,35.0,Interstate Power and Light Co,0.4074,294.6,"1,051,384","453,599",284.0,113.0,533.0,578903.0,124765.0,18075.0,583155.0,
10869,Biomass,36.4,PacifiCorp,0.4643,40.0,"162,686","58,013",308.0,111.0,37.0,0.0,209168.0,27453.0,6705.0,
10870,Combustion Turbine,145.6,PPL Electric Utilities Corp,0.0098,171.5,"14,712","6,837",10.0,2.0,0.0,10839.0,442.0,50.0,10852.0,
10873,Geothermal,81.2,Southern California Edison Co,0.605,92.2,"488,619","201,864",0.0,0.0,223.0,38258.0,,,38258.0,
10874,Geothermal,80.3,Southern California Edison Co,0.5186,90.0,"408,892","167,575",0.0,0.0,187.0,32015.0,,,32015.0,
10875,Geothermal,67.8,Southern California Edison Co,0.3539,90.0,"279,041","123,979",0.0,0.0,127.0,21848.0,,,21848.0,
10878,Geothermal,10.0,Imperial Irrigation District,0.8687,10.0,"76,099","33,811",0.0,0.0,35.0,5958.0,,,5958.0,
10879,Geothermal,16.1,Imperial Irrigation District,0.6122,20.0,"107,264","47,658",0.0,0.0,49.0,8398.0,,,8398.0,
10880,Hydro,1.8,Pacific Gas & Electric Co,0.4809,1.8,"7,583","3,874",,,,,,,,
10881,Hydro,2.0,Pacific Gas & Electric Co,0.4486,2.0,"7,859","4,014",,,,,,,,
10882,Hydro,6.8,Pacific Gas & Electric Co,0.4015,6.8,"23,915","12,216",,,,,,,,
10883,Combustion Turbine,73.8,NSTAR Electric Company,0.3554,101.6,"316,297","134,021",140.0,58.0,4.0,101709.0,3906.0,402.0,101817.0,
10883,O/G Steam,21.700000000000003,NSTAR Electric Company,0.3554,101.6,"316,297","134,021",140.0,58.0,4.0,101709.0,3906.0,402.0,101817.0,
10884,Combustion Turbine,5.4,Los Angeles Department of Water & Power,0.2911,5.6,"14,279","5,827",12.0,5.0,0.0,4712.0,178.0,18.0,4717.0,
10902,Hydro,1.6,Niagara Mohawk Power Corp.,0.3739,1.7,"5,568","2,382",,,,,,,,
10903,Hydro,12.0,Commonwealth Edison Co,0.1467,32.0,"41,127","18,215",,,,,,,,
50002,Combined Cycle,151.4,Western Massachusetts Electric Company,0.0521,175.5,"80,162","64,317",7.0,5.0,1.0,41266.0,1605.0,164.0,41311.0,
50003,Combustion Turbine,46.0,Pacific Gas & Electric Co,0.0248,46.0,"9,995","4,674",11.0,5.0,0.0,4224.0,159.0,16.0,4228.0,
50006,Combined Cycle,906.8000000000001,Consolidated Edison Co-NY Inc,0.6446,974.1,"5,500,027","2,331,028",308.0,132.0,10.0,1896985.0,77217.0,7908.0,1899129.0,
50010,Hydro,6.199999999999999,Appalachian Power Co,0.2108,6.2,"11,449","3,999",,,,,,,,
50011,Hydro,96.8,Appalachian Power Co,0.6174,102.0,"551,650","192,672",,,,,,,,
50028,Combined Cycle,32.0,Entergy Louisiana LLC,0.6855,102.2,"613,743","268,351",224.0,100.0,601.0,84410.0,76571.0,17234.0,87936.0,
50031,Hydro,3.0,Niagara Mohawk Power Corp.,0.3529,3.0,"9,274","3,968",,,,,,,,
50034,Hydro,2.5,Niagara Mohawk Power Corp.,0.2444,2.5,"5,353","2,290",,,,,,,,
50035,Municipal Solid Waste,2.7,Central Maine Power Co,0.3676,5.0,"16,100","6,326",179.0,71.0,61.0,41354.0,52541.0,6896.0,43038.0,
50036,Hydro,19.0,Monongahela Power Co,0.6539,37.4,"214,236","74,825",,,,,,,,
50037,Hydro,13.4,Pacific Gas & Electric Co,0.3235,14.0,"39,669","20,264",,,,,,,,
50039,Coal Steam,52.0,,,,,,,,,,,,,
50043,Combined Cycle,263.0,CenterPoint Energy,0.5197,380.7,"1,733,150","766,695",1378.0,599.0,15.0,574772.0,21682.0,2168.0,575366.0,
50049,Biomass,33.599999999999994,Pacific Gas & Electric Co,0.4314,32.5,"122,827","63,623",170.0,76.0,33.0,631.0,176012.0,23105.0,6274.0,
50051,Municipal Solid Waste,21.2,Emera Maine,0.3849,25.3,"85,303","32,842",265.0,95.0,13.0,95767.0,118346.0,15554.0,99564.0,
50060,Landfill Gas,0.8,Potomac Electric Power Co,0.0,2.7,0,0,,,,,,,,
50064,Combustion Turbine,4.4,Pacific Gas & Electric Co,0.508,7.2,"32,039","12,931",31.0,12.0,0.0,11445.0,432.0,43.0,11457.0,
50066,Geothermal,100.0,Pacific Gas & Electric Co,0.2592,176.4,"400,526","208,783",1.0,0.0,0.0,46413.0,,,46413.0,
50071,Municipal Solid Waste,50.0,Florida Power & Light Co,0.6439,62.3,"351,379","150,126",616.0,255.0,122.0,349341.0,447067.0,58677.0,363672.0,
50079,Hydro,1.4,Niagara Mohawk Power Corp.,0.3889,1.4,"4,769","2,040",,,,,,,,
50080,Hydro,10.2,Central Maine Power Co,0.6247,10.2,"55,817","19,703",,,,,,,,
50081,Hydro,6.6,Central Maine Power Co,0.3873,6.6,"22,394","7,337",,,,,,,,
50091,Hydro,1.6,Avista Corp,0.4852,1.6,"6,801","3,037",,,,,,,,
50093,Hydro,1.6,New York State Elec & Gas Corp,0.4801,1.7,"7,149","3,058",,,,,,,,
50094,Combustion Turbine,5.8,Public Service Elec & Gas Co,0.0012,21.2,224,74,1.0,0.0,0.0,71.0,4.0,1.0,72.0,
50099,Biomass,5.8,Idaho Power Co,0.4025,6.2,"21,860","9,836",14.0,6.0,2.0,0.0,8689.0,1140.0,279.0,
50103,Hydro,1.7,Public Service Co of NH,0.2212,1.7,"3,294","1,079",,,,,,,,
50109,Combined Cycle,236.0,Oncor Electric Delivery Company LLC,0.1981,265.6,"460,814","302,639",258.0,165.0,1.0,248903.0,9187.0,919.0,249155.0,
50110,Biomass,18.9,Pacific Gas & Electric Co,0.3835,20.0,"67,193","38,857",27.0,16.0,5.0,0.0,26177.0,3436.0,839.0,
50111,Biomass,11.8,Sierra Pacific Power Co,0.1693,20.0,"29,661","13,465",61.0,28.0,6.0,0.0,35423.0,4649.0,1135.0,
50112,Biomass,50.4,Pacific Gas & Electric Co,0.2648,62.7,"145,449","78,524",253.0,117.0,47.0,0.0,266160.0,34933.0,8532.0,
50115,Combustion Turbine,39.0,Southern California Edison Co,0.7023,48.2,"296,532","125,047",248.0,103.0,3.0,94395.0,3561.0,356.0,94492.0,
50118,Combined Cycle,146.8,Austin Energy,0.2224,170.5,"332,217","167,204",209.0,97.0,3.0,98077.0,3700.0,370.0,98178.0,
50123,Hydro,1.2,Niagara Mohawk Power Corp.,0.2388,1.2,"2,510","1,074",,,,,,,,
50126,Hydro,1.7000000000000002,"Vermont Electric Cooperative, Inc",0.0857,1.8,"1,352",443,,,,,,,,
50127,Combined Cycle,76.1,Oncor Electric Delivery Company LLC,0.0209,80.0,"14,676","13,266",32.0,28.0,0.0,11578.0,437.0,44.0,11590.0,
50129,Hydro,2.7,Pacific Gas & Electric Co,0.3261,2.9,"8,285","4,232",,,,,,,,
50131,Combustion Turbine,36.0,Pacific Gas & Electric Co,0.0,38.4,0,0,,,,,,,,
50134,Combustion Turbine,300.0,Southern California Edison Co,0.2181,300.0,"573,204","272,544",539.0,258.0,6.0,202712.0,7647.0,765.0,202921.0,
50136,Combustion Turbine,0.5,Long Island Power Authority,0.3086,2.2,"5,948","2,859",38.0,18.0,0.0,1786.0,67.0,7.0,1788.0,
50137,Combustion Turbine,72.0,CenterPoint Energy,0.0066,114.4,"6,563","3,308",27.0,23.0,0.0,11010.0,352.0,35.0,11020.0,
50141,Biomass,5.0,Southwestern Electric Power Co,0.2695,5.0,"11,804","4,846",9.0,4.0,1.0,0.0,5623.0,738.0,180.0,
50147,Hydro,1.0,San Diego Gas & Electric Co,0.0,1.4,0,0,,,,,,,,
50150,Combined Cycle,141.0,AEP Texas Central Company,0.5012,168.0,"737,528","337,569",758.0,333.0,7.0,302360.0,11406.0,1140.0,302672.0,
50152,Combined Cycle,270.0,Entergy Gulf States - LA LLC,0.694,343.2,"2,086,370","889,832",1585.0,664.0,17.0,648892.0,24478.0,2447.0,649562.0,
50156,Hydro,3.0,Pacific Gas & Electric Co,0.2224,3.2,"6,234","3,184",,,,,,,,
50157,Hydro,3.5999999999999996,Consumers Energy Co,0.4266,3.6,"13,452","5,484",,,,,,,,
50158,Hydro,4.8,Consumers Energy Co,0.0,4.8,0,0,,,,,,,,
50159,Hydro,1.2,Consumers Energy Co,0.5382,1.2,"5,658","2,307",,,,,,,,
50160,Hydro,1.2,Consumers Energy Co,0.4723,1.2,"4,965","2,024",,,,,,,,
50170,Combustion Turbine,35.0,Pacific Gas & Electric Co,0.8623,38.7,"292,321","123,568",244.0,103.0,3.0,92776.0,3500.0,350.0,92872.0,
50175,Hydro,2.5,Virginia Electric & Power Co,0.3221,2.5,"7,054","2,464",,,,,,,,
50176,Hydro,2.6,Niagara Mohawk Power Corp.,0.4284,2.6,"9,756","4,174",,,,,,,,
50177,Hydro,1.6,The Narragansett Electric Co,0.2597,1.6,"3,640",983,,,,,,,,
50178,Hydro,1.6,Virginia Electric & Power Co,0.1561,1.6,"2,188",764,,,,,,,,
50179,Hydro,5.0,PacifiCorp,0.4778,5.0,"20,928","10,690",,,,,,,,
50180,Hydro,4.8,Pacific Gas & Electric Co,0.3235,5.0,"14,168","7,237",,,,,,,,
50184,O/G Steam,18.6,Tennessee Valley Authority,0.4785,128.6,"539,033","223,696",198.0,83.0,603.0,10765.0,59549.0,15732.0,13853.0,
50189,Biomass,43.4,Virginia Electric & Power Co,0.2512,161.5,"355,323","132,174",170.0,53.0,312.0,9126.0,61918.0,12115.0,11705.0,
50201,Biomass,18.0,Coweta-Fayette El Member Corp,0.6112,22.0,"117,784","58,606",223.0,109.0,27.0,0.0,149862.0,19669.0,4804.0,
50202,Biomass,41.0,,,,,,,,,,,,,
50206,Hydro,5.8,"La Plata Electric Assn, Inc",0.4418,5.8,"22,445","10,785",,,,,,,,
50208,Biomass,15.0,Public Service Co of NH,0.5241,17.5,"80,337","19,108",36.0,10.0,16.0,0.0,91963.0,12070.0,2948.0,
50210,Geothermal,29.5,Imperial Irrigation District,0.6878,39.6,"238,607","106,014",0.0,0.0,109.0,18682.0,,,18682.0,
50215,Municipal Solid Waste,28.799999999999997,Metropolitan Edison Co,0.7977,36.5,"255,058","109,978",482.0,218.0,5.0,249881.0,299593.0,39302.0,259482.0,
50216,Combined Cycle,398.0,Southern California Edison Co,0.6945,499.2,"3,036,844","1,286,545",2102.0,857.0,22.0,994948.0,40413.0,4140.0,996070.0,
50218,Hydro,2.7,Turlock Irrigation District,0.0898,2.8,"2,203","1,125",,,,,,,,
50219,Hydro,4.0,Pacific Gas & Electric Co,0.2723,5.3,"12,640","6,457",,,,,,,,
50223,Hydro,0.5,Pacific Gas & Electric Co,0.2449,1.2,"2,574","1,315",,,,,,,,
50225,Municipal Solid Waste,11.6,Central Maine Power Co,0.6816,13.3,"79,415","35,407",349.0,151.0,151.0,98241.0,124929.0,16396.0,102246.0,
50228,Hydro,0.1,PUD No 1 of Mason County,0.0314,1.6,440,196,,,,,,,,
50229,O/G Steam,35.0,CenterPoint Energy,0.0414,595.0,"215,882","87,011",90.0,37.0,2.0,69786.0,2632.0,263.0,69858.0,
50233,Hydro,1.0,Southern California Edison Co,0.3449,1.0,"3,021","1,543",,,,,,,,
50243,Biomass,22.8,Central Maine Power Co,0.0005,298.4,"1,362",820,1.0,1.0,0.0,1313.0,54.0,8.0,1315.0,
50243,Combustion Turbine,156.8,Central Maine Power Co,0.0005,298.4,"1,362",820,1.0,1.0,0.0,1313.0,54.0,8.0,1315.0,
50243,O/G Steam,94.3,Central Maine Power Co,0.0005,298.4,"1,362",820,1.0,1.0,0.0,1313.0,54.0,8.0,1315.0,
50252,Hydro,9.299999999999999,Northern States Power Co - Minnesota,0.3443,9.3,"28,051","11,636",,,,,,,,
50261,Hydro,3.8,Sierra Pacific Power Co,0.4461,4.0,"15,631","7,511",,,,,,,,
50267,Hydro,1.4,Public Service Co of Colorado,0.6376,1.4,"7,820","3,758",,,,,,,,
50268,Hydro,2.2,Niagara Mohawk Power Corp.,0.5926,3.0,"15,573","6,662",,,,,,,,
50269,Hydro,2.2,Niagara Mohawk Power Corp.,0.5609,3.0,"14,741","6,306",,,,,,,,
50273,Municipal Solid Waste,7.5,Western Massachusetts Electric Company,0.4062,9.4,"33,448","13,549",279.0,113.0,95.0,57782.0,72231.0,9479.0,60097.0,
50276,Onshore Wind,5.9,Southern California Edison Co,0.0014,5.9,71,40,,,,,,,,
50278,Hydro,9.2,Central Maine Power Co,0.5624,19.4,"95,577","31,312",,,,,,,,
50279,Combustion Turbine,43.7,PPL Electric Utilities Corp,0.2528,92.9,"205,723","97,452",0.0,0.0,0.0,30046.0,1133.0,113.0,30078.0,
50279,Landfill Gas,28.0,PPL Electric Utilities Corp,0.2528,92.9,"205,723","97,452",0.0,0.0,0.0,30046.0,1133.0,113.0,30078.0,
50280,Hydro,1.5,Niagara Mohawk Power Corp.,0.3146,10.5,"28,936","12,379",,,,,,,,
50281,Onshore Wind,31.0,Southern California Edison Co,0.3267,31.0,"88,707","50,069",,,,,,,,
50285,Hydro,1.2,Public Service Co of NH,0.5418,1.2,"5,695","1,866",,,,,,,,
50290,Municipal Solid Waste,81.0,NSTAR Electric Company,0.6765,98.5,"583,734","239,971",1536.0,637.0,920.0,597456.0,759622.0,99705.0,621807.0,
50292,Combined Cycle,137.0,Long Island Power Authority,0.1679,240.0,"352,971","164,296",100.0,41.0,1.0,179956.0,7012.0,701.0,180148.0,
50292,Combustion Turbine,47.4,Long Island Power Authority,0.1679,240.0,"352,971","164,296",100.0,41.0,1.0,179956.0,7012.0,701.0,180148.0,
50293,Biomass,26.0,Pacific Gas & Electric Co,0.7386,29.1,"188,290","79,466",119.0,50.0,32.0,575.0,178018.0,23364.0,6282.0,
50299,Combustion Turbine,46.1,Pacific Gas & Electric Co,0.0124,49.5,"5,377","2,830",9.0,5.0,0.0,3260.0,123.0,12.0,3264.0,
50300,Combustion Turbine,40.0,Southern California Edison Co,0.0,66.0,"(2,664)","(1,091)",,,,,0.0,0.0,,
50300,Energy Storage,20.0,Southern California Edison Co,0.0,66.0,"(2,664)","(1,091)",,,,,0.0,0.0,,
50311,Hydro,2.4,Public Service Elec & Gas Co,,2.4,,,,,,,,,,
50312,Hydro,0.6,Public Service Co of NH,0.4103,2.7,"9,705","3,179",,,,,,,,
50315,Hydro,1.0,New York State Elec & Gas Corp,0.0,1.6,0,0,,,,,,,,
50322,Hydro,2.1,Pacific Gas & Electric Co,0.2098,2.1,"3,860","1,972",,,,,,,,
50323,Hydro,1.2,Idaho Power Co,0.2786,1.2,"2,929","1,407",,,,,,,,
50324,Hydro,1.4,Public Service Co of NH,0.1725,1.4,"2,116",693,,,,,,,,
50326,Combined Cycle,3.7,City of Naperville - (IL),0.4422,4.7,"18,206","8,605",15.0,7.0,0.0,5881.0,222.0,22.0,5887.0,
50328,Hydro,2.5,Northern States Power Co - Minnesota,0.6627,2.5,"14,513","6,020",,,,,,,,
50341,Combustion Turbine,3.6,Entergy Gulf States - LA LLC,0.0,40.0,0,0,,,,,,,,
50350,Hydro,14.5,Pacific Gas & Electric Co,0.4196,14.5,"53,300","27,226",,,,,,,,
50351,Hydro,4.3,Unitil Energy Systems,0.5597,4.3,"21,084","6,907",,,,,,,,
50352,Hydro,4.0,Pacific Gas & Electric Co.,0.3429,4.4,"13,218","6,752",,,,,,,,
50353,Hydro,4.6,Unitil Energy Systems,0.4718,4.6,"19,010","6,228",,,,,,,,
50354,Hydro,1.7000000000000002,Niagara Mohawk Power Corp.,0.4471,1.7,"6,658","2,848",,,,,,,,
50360,Hydro,1.8,Idaho Power Co,0.4261,1.8,"6,718","2,983",,,,,,,,
50361,Hydro,2.9,Idaho Power Co,0.5808,4.3,"21,878","9,716",,,,,,,,
50362,Hydro,6.7,Idaho Power Co,0.3639,7.0,"22,316","9,910",,,,,,,,
50365,Landfill Gas,6.0,The Narragansett Electric Co,0.0,26.1,6,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
50366,Coal Steam,7.0,Indiana Michigan Power Co,0.2329,39.6,"80,799","34,547",29.0,14.0,1.0,28706.0,1987.0,248.0,28768.0,
50366,Combustion Turbine,18.299999999999997,Indiana Michigan Power Co,0.2329,39.6,"80,799","34,547",29.0,14.0,1.0,28706.0,1987.0,248.0,28768.0,
50366,O/G Steam,14.0,Indiana Michigan Power Co,0.2329,39.6,"80,799","34,547",29.0,14.0,1.0,28706.0,1987.0,248.0,28768.0,
50368,Combined Cycle,30.900000000000002,New York State Elec & Gas Corp,0.7012,39.5,"242,624","113,545",183.0,2.0,2.0,59732.0,2794.0,280.0,59809.0,
50368,Combustion Turbine,1.8,New York State Elec & Gas Corp,0.7012,39.5,"242,624","113,545",183.0,2.0,2.0,59732.0,2794.0,280.0,59809.0,
50373,Combustion Turbine,12.0,PPL Electric Utilities Corp,0.0035,12.6,388,180,3.0,2.0,0.0,196.0,11.0,2.0,196.0,
50375,Hydro,1.2,Southern California Edison Co,0.5305,1.2,"5,577","2,849",,,,,,,,
50380,Hydro,4.5,Avista Corp,0.2436,17.6,"37,552","16,769",,,,,,,,
50382,Hydro,1.8,"Columbia Rural Elec Assn, Inc",0.4212,2.2,"8,118","3,625",,,,,,,,
50384,Hydro,3.4000000000000004,Public Service Co of NH,0.3353,3.5,"10,279","3,368",,,,,,,,
50385,Combined Cycle,120.19999999999999,Public Service Elec & Gas Co,0.0149,152.0,"19,771","17,582",4.0,4.0,0.0,11375.0,494.0,49.0,11389.0,
